idpm,latitud,longitud,nombre_via,ih,temperatura,velocidad_viento,precipitacion,humedad,PM25,CO,NO,NO2
422,39.460838667852528,-0.36376826078703,"Carrer de Pere Aleixandre, 10-12",159,14.0,4,0.0,68,8.2593,0.22490000000000002,15.074800000000003,32.5526
423,39.461668731253283,-0.36435184316021,"Avenida de Peris y Valero, 166",904,14.0,4,0.0,68,10.7923,0.2994,51.579800000000006,66.59909999999999
424,39.462763776875391,-0.362052476979314,"Avinguda de Peris i Valero, 83",505,14.0,4,0.0,68,9.4357,0.2595,32.028800000000004,48.3648
1904,39.451379904397626,-0.39369266825816,"Avinguda de Gaspar Aguilar, 109-111",186,14.0,4,0.0,68,8.3511,0.2276,16.397800000000004,33.786500000000004
1908,39.449870034347178,-0.385207665428928,"Carrer de Sant Vicent MÃ rtir, 318",387,14.0,4,0.0,68,9.0345,0.2477,26.246800000000004,42.9722
1909,39.451539133122758,-0.384790270743979,"Calle FernÃ¡ndez Mesa, 2",471,14.0,4,0.0,68,9.3201,0.2561,30.362800000000004,46.811
1910,39.453989097523731,-0.384304044961049,"Carrer de Sant Vicent MÃ rtir, 259",684,14.0,4,0.0,68,10.0443,0.2774,40.799800000000005,56.5451
2001,39.475851889220039,-0.346898156601519,"Carrer de Ramon Llull, 12",222,14.0,4,0.0,68,8.4735,0.23120000000000002,18.161800000000003,35.4317
2002,39.47529341754867,-0.345818746730558,"Carrer del Serpis, 36",42,14.0,4,0.0,68,7.8615,0.2132,9.341800000000003,27.2057
2003,39.475468594100136,-0.346737967843162,"Carrer del Serpis, 30",148,14.0,4,0.0,68,8.2219,0.2238,14.535800000000004,32.0499
2004,39.475448982693507,-0.347320820603059,"Carrer de Ramon Llull, 5",322,14.0,4,0.0,68,8.8135,0.2412,23.061800000000005,40.0017
2005,39.476412348682729,-0.346925697153903,"Carrer de Ramon Llull, 21",341,14.0,4,0.0,68,8.8781,0.2431,23.992800000000003,40.87
2006,39.475952509685662,-0.347960259312176,"Carrer del Serpis, 17",49,14.0,4,0.0,68,7.8853,0.2139,9.684800000000003,27.5256
2007,39.474862502623729,-0.347569397675259,"Carrer de Ramon Llull, 3",455,14.0,4,0.0,68,9.2657,0.2545,29.578800000000005,46.0798
2008,39.474465537524459,-0.347502544967981,"Carrer de Ramon Llull, 1",321,14.0,4,0.0,68,8.8101,0.2411,23.012800000000006,39.956
2009,39.474942743477911,-0.347314441170593,"Carrer de Ramon Llull, 6",300,14.0,4,0.0,68,8.7387,0.23900000000000002,21.983800000000002,38.9963
2010,39.474606910903091,-0.346521921779498,"Carrer de l'Escultor Alfons Gabino, 13-15",45,14.0,4,0.0,68,7.8717,0.21350000000000002,9.488800000000001,27.3428
3202,39.469392869348226,-0.324950631259105,"Carrer dels Pescadors, 50",24,14.0,4,0.0,68,7.8003,0.2114,8.459800000000005,26.3831
3203,39.469438057585585,-0.324757721278821,"Carrer de Pavia, 41-43",159,14.0,4,0.0,68,8.2593,0.22490000000000002,15.074800000000003,32.5526
3204,39.4704222922553,-0.324786871544231,"Carrer de Pavia, 59",156,14.0,4,0.0,68,8.2491,0.22460000000000002,14.927800000000003,32.4155
3208,39.474737116284345,-0.324765634863992,"Carrer de Pavia, 14-18",135,14.0,4,0.0,68,8.1777,0.2225,13.898800000000003,31.4558
3209,39.476859238564053,-0.324951583385512,"Carrer de Pavia, 14-18",10,14.0,4,0.0,68,7.7527,0.21000000000000002,7.773800000000001,25.7433
3210,39.477145747298593,-0.324750250597755,"Carrer de Pavia, 20-22",138,14.0,4,0.0,68,8.1879,0.2228,14.045800000000003,31.5929
3319,39.462884500706551,-0.33142028165285,"Carrer de Francesc Cubells, 52",22,14.0,4,0.0,68,7.7935,0.2112,8.361800000000002,26.2917
3320,39.463046767637131,-0.331517249956158,"Carrer d'Escalante, 24-26",23,14.0,4,0.0,68,7.7969,0.2113,8.410800000000002,26.337400000000002
3321,39.462765670989654,-0.330219855522956,"Carrer del Doctor Josep Juan DÃ³mine, 19",45,14.0,4,0.0,68,7.8717,0.21350000000000002,9.488800000000001,27.3428
103,39.467815435999078,-0.378158083556191,"Carrer de Pelai, 3",1264,14.0,4,0.0,68,12.0163,0.33540000000000003,69.2198,83.05109999999999
112,39.468935809714147,-0.373877104921188,"Carrer de Pascual i GenÃ­s, 17-19",56,14.0,4,0.0,68,7.9091000000000005,0.2146,10.027800000000003,27.8455
114,39.46976555110524,-0.373017136023301,"Carrer de Sagasta, 09",66,14.0,4,0.0,68,7.9431,0.2156,10.517800000000005,28.302500000000002
115,39.470285556367024,-0.373891235182347,"Pascual Y GenÃ­s, 1",51,14.0,4,0.0,68,7.8921,0.2141,9.782800000000002,27.617
116,39.471705816968687,-0.374281829327221,"Carrer del Poeta Querol, 9",73,14.0,4,0.0,68,7.966900000000001,0.2163,10.860800000000003,28.6224
119,39.470390627931046,-0.375459714386064,"Carrer de les Barques, 2",490,14.0,4,0.0,68,9.3847,0.258,31.293800000000005,47.6793
122,39.470312324434289,-0.377170385601332,"Carrer de la Sang, 9-11",99,14.0,4,0.0,68,8.0553,0.2189,12.134800000000002,29.8106
123,39.469664897898376,-0.37820919455094,"Carrer del Periodista Azzati, 9",515,14.0,4,0.0,68,9.4697,0.2605,32.5188,48.821799999999996
124,39.469884177568069,-0.378548079666628,"Calle de San Vicente MÃ¡rtir, 66",578,14.0,4,0.0,68,9.6839,0.26680000000000004,35.6058,51.700900000000004
125,39.470703573715518,-0.378269368714702,"Carrer de les Garrigues, 1",144,14.0,4,0.0,68,8.2083,0.22340000000000002,14.339800000000004,31.8671
205,39.471146252491614,-0.369458963217168,"Carrer de ColÃ³n, 80",519,14.0,4,0.0,68,9.4833,0.2609,32.714800000000004,49.004599999999996
301,39.465630264349087,-0.365513559677903,"Carrer de Borriana, 32",136,14.0,4,0.0,68,8.1811,0.22260000000000002,13.947800000000004,31.5015
206,39.470243395571387,-0.366802327626327,"Carrer de SornÃ­, 30-32",72,14.0,4,0.0,68,7.9635,0.2162,10.811800000000003,28.576700000000002
207,39.471260526925789,-0.366765913090116,"Avinguda de Navarro Reverter, 13",253,14.0,4,0.0,68,8.5789,0.2343,19.680800000000005,36.8484
209,39.474303280145989,-0.368209939153113,"Passeig de la Ciutadella, 2-4",1007,14.0,4,0.0,68,11.1425,0.30970000000000003,56.6268,71.3062
210,39.472439197450193,-0.366707361933305,"Passeig de la Ciutadella, 14",798,14.0,4,0.0,68,10.4319,0.2888,46.3858,61.75489999999999
1037,39.479670471097862,-0.388550514756125,"Avinguda MenÃ©ndez Pidal, 60",661,14.0,4,0.0,68,9.966099999999999,0.2751,39.67280000000001,55.494
1038,39.482872152139237,-0.38462811696588,"Calle del Vall de Laguar, 12",144,14.0,4,0.0,68,8.2083,0.22340000000000002,14.339800000000004,31.8671
1039,39.485288081197382,-0.384446644381409,"Carrer de Reus, 6",136,14.0,4,0.0,68,8.1811,0.22260000000000002,13.947800000000004,31.5015
1040,39.485677660271556,-0.383722864618456,"Carrer de Reus, 9-11",94,14.0,4,0.0,68,8.0383,0.2184,11.889800000000003,29.5821
1041,39.485745829634624,-0.382274437604055,"Carrer de Reus, 9-11",148,14.0,4,0.0,68,8.2219,0.2238,14.535800000000004,32.0499
1101,39.482899787933974,-0.38007135348036,"Carrer del Pla de la SaÃ¯dia, 16",208,14.0,4,0.0,68,8.4259,0.2298,17.475800000000003,34.7919
1102,39.482956044078634,-0.379419977243931,"Carrer del Pla de la SaÃ¯dia, 13",1520,14.0,4,0.0,68,12.8867,0.361,81.7638,94.75030000000001
1104,39.482843863602575,-0.377561384469148,"Carrer del Pla de la SaÃ¯dia, 4",1071,14.0,4,0.0,68,11.360100000000001,0.3161,59.7628,74.231
1105,39.484828924080851,-0.37869579705032,"Avinguda de la ConstituciÃ³, 21-23",673,14.0,4,0.0,68,10.0069,0.2763,40.2608,56.0424
1106,39.482843271979263,-0.376845878479584,"Carrer del Poeta Monmeneu, 13",80,14.0,4,0.0,68,7.9907,0.217,11.203800000000003,28.9423
1107,39.481903935784736,-0.375507745236218,"Carrer del Guadalaviar, 2",1147,14.0,4,0.0,68,11.6185,0.3237,63.4868,77.70419999999999
1108,39.482159934860015,-0.37495361730186,"Carrer de Sagunt, 6",204,14.0,4,0.0,68,8.4123,0.2294,17.2798,34.6091
1110,39.482776326390137,-0.377946297721936,"Carrer del Pla de la SaÃ¯dia, 3",273,14.0,4,0.0,68,8.6469,0.2363,20.660800000000002,37.7624
1306,39.486806133608724,-0.362738229237356,"Carrer de Dolores MarquÃ©s, 20",467,14.0,4,0.0,68,9.3065,0.25570000000000004,30.166800000000002,46.6282
1307,39.485295553539991,-0.364916662731735,"Avinguda del Primat Reig, 60-62",915,14.0,4,0.0,68,10.8297,0.3005,52.11880000000001,67.1018
1308,39.482323012127445,-0.370413387732426,"Carrer dÂ´Alboraia, 32-34",456,14.0,4,0.0,68,9.2691,0.2546,29.627800000000004,46.1255
1310,39.489923720243098,-0.371284935057505,"Carrer de Bilbao, 50-52",136,14.0,4,0.0,68,8.1811,0.22260000000000002,13.947800000000004,31.5015
1311,39.480834528427238,-0.371143216094258,"Carrer dÂ´Alboraia, 14-18",441,14.0,4,0.0,68,9.2181,0.2531,28.892800000000005,45.44
1312,39.486667231085342,-0.368173926116335,"Carrer dÂ´Alboraia, 69",257,14.0,4,0.0,68,8.5925,0.23470000000000002,19.876800000000003,37.0312
1317,39.48504402297894,-0.363380258035643,"Calle Cavanilles, 40",95,14.0,4,0.0,68,8.0417,0.2185,11.938800000000004,29.6278
1318,39.485325637966909,-0.363876238753421,"Carrer del Doctor Vicent Zaragoza, 7",64,14.0,4,0.0,68,7.9363,0.2154,10.419800000000002,28.211100000000002
1319,39.486079002092502,-0.366815102787169,"Carrer de Cofrentes, 18",45,14.0,4,0.0,68,7.8717,0.21350000000000002,9.488800000000001,27.3428
1320,39.485941325676919,-0.365998082795581,"Carrer de Cofrentes, 26",15,14.0,4,0.0,68,7.7697,0.21050000000000002,8.018800000000002,25.9718
310,39.465582414993953,-0.37180661695252,"Gran Via del MarquÃ©s del TÃºria, 12",1127,14.0,4,0.0,68,11.5505,0.3217,62.5068,76.7902
311,39.467364745653846,-0.370781223679193,"Carrer d'HernÃ¡n CortÃ©s, 27-29",159,14.0,4,0.0,68,8.2593,0.22490000000000002,15.074800000000003,32.5526
312,39.466897377789067,-0.369446783527104,"Gran Via del MarquÃ©s del TÃºria, 43",786,14.0,4,0.0,68,10.3911,0.2876,45.79780000000001,61.206500000000005
313,39.466863539609271,-0.368777791897716,"Gran Via del MarquÃ©s del TÃºria, 46",1109,14.0,4,0.0,68,11.4893,0.3199,61.62480000000001,75.9676
314,39.466070802867961,-0.368555814688816,"Carrer de l'Almirall Cadarso, 10",80,14.0,4,0.0,68,7.9907,0.217,11.203800000000003,28.9423
315,39.467857125116304,-0.367159150558975,"Gran Via del MarquÃ©s del TÃºria, 61",815,14.0,4,0.0,68,10.489700000000001,0.2905,47.2188,62.531800000000004
316,39.467322262957971,-0.367689997335065,"Gran Via del MarquÃ©s del TÃºria, 58",1037,14.0,4,0.0,68,11.2445,0.3127,58.0968,72.6772
317,39.466970821970499,-0.366269741695166,"Carrer de Ciscar, 12",142,14.0,4,0.0,68,8.2015,0.2232,14.241800000000003,31.7757
506,39.457689471168322,-0.373802064119487,"Avinguda de Peris i Valero, 48",824,14.0,4,0.0,68,10.5203,0.2914,47.659800000000004,62.9431
506,39.457689471168322,-0.373802064119487,"Avinguda de Peris i Valero, 48",824,14.0,4,0.0,68,10.5203,0.2914,47.659800000000004,62.9431
516,39.462460796044155,-0.366006176738732,"Carrer del Duc de CalÃ bria, 7",39,14.0,4,0.0,68,7.8513,0.2129,9.194800000000004,27.0686
517,39.46025271797965,-0.365720984224164,"Carrer del General Urrutia, 9",185,14.0,4,0.0,68,8.3477,0.2275,16.348800000000004,33.7408
518,39.458273856431731,-0.376555263399497,"Carrer de les Filipines, 29",437,14.0,4,0.0,68,9.2045,0.25270000000000004,28.696800000000003,45.2572
519,39.460861532700136,-0.366525156364557,"Avinguda de Peris i Valero, 147",650,14.0,4,0.0,68,9.928700000000001,0.274,39.13380000000001,54.991299999999995
520,39.460039809790665,-0.368450331799481,"Avinguda de Peris i Valero, 125",581,14.0,4,0.0,68,9.6941,0.2671,35.75280000000001,51.838
538,39.456581656203888,-0.373962267284236,"Avinguda del Doctor Waksman, 10",80,14.0,4,0.0,68,7.9907,0.217,11.203800000000003,28.9423
539,39.458344226979563,-0.372630418727111,"Avinguda de Peris i Valero, 81",15,14.0,4,0.0,68,7.7697,0.21050000000000002,8.018800000000002,25.9718
601,39.455260512667877,-0.379701942061712,"Avinguda de Peris i Valero, 10",1015,14.0,4,0.0,68,11.1697,0.3105,57.0188,71.6718
602,39.456335508563981,-0.383783681267514,"Carrer de Sant Vicent MÃ rtir, 211-213",744,14.0,4,0.0,68,10.2483,0.2834,43.7398,59.287099999999995
603,39.463351975783532,-0.387377101807618,"Avinguda de PÃ©rez GaldÃ³s, 14-16",1205,14.0,4,0.0,68,11.8157,0.3295,66.3288,80.35480000000001
604,39.459168675749169,-0.384575015206941,"Avinguda de Giorgeta, 28",1299,14.0,4,0.0,68,12.135299999999999,0.33890000000000003,70.93480000000001,84.6506
605,39.461317895736748,-0.385920977325196,"Avinguda de Giorgeta, 15",1014,14.0,4,0.0,68,11.1663,0.3104,56.969800000000006,71.6261
1404,39.479020133327559,-0.363937810171635,"Avenida Blasco IbÃ¡Ã±ez, 13",721,14.0,4,0.0,68,10.1701,0.2811,42.61280000000001,58.236000000000004
1405,39.478232670424418,-0.363427666752278,"Avinguda de Blasco IbÃ¡Ã±ez, 16",382,14.0,4,0.0,68,9.0175,0.2472,26.001800000000003,42.743700000000004
1406,39.475714667224885,-0.363072823477429,"Carrer del Doctor Moliner, 2",425,14.0,4,0.0,68,9.1637,0.2515,28.108800000000002,44.7088
1408,39.47504699960141,-0.365182547534105,"Paseo de la Alameda, 10",69,14.0,4,0.0,68,7.9533000000000005,0.2159,10.664800000000003,28.4396
101,39.470564010558356,-0.37385980295442,"Carrer del Pintor Sorolla, 1",600,14.0,4,0.0,68,9.7587,0.269,36.683800000000005,52.7063
113,39.469153862337201,-0.373639680473661,"Carrer de Roger de LlÃ²ria, 19",117,14.0,4,0.0,68,8.1165,0.2207,13.016800000000003,30.633200000000002
404,39.46322390854268,-0.365173794390095,"Avinguda del Regne de ValÃ¨ncia, 57-59",177,14.0,4,0.0,68,8.320500000000001,0.2267,15.956800000000003,33.3752
405,39.463839337134651,-0.365545440427294,"Carrer de JoaquÃ­n Costa, 54",79,14.0,4,0.0,68,7.987299999999999,0.2169,11.154800000000003,28.8966
406,39.464634114882557,-0.364662340551374,"Carrer de Ciscar, 46",264,14.0,4,0.0,68,8.6163,0.2354,20.219800000000003,37.3511
407,39.462632043317107,-0.365037252893209,"Carrer de Matias PerellÃ³, 58-60",199,14.0,4,0.0,68,8.3953,0.2289,17.034800000000004,34.3806
408,39.462865118837421,-0.364216090824354,"Avinguda del Regne de ValÃ¨ncia, 74",295,14.0,4,0.0,68,8.7217,0.23850000000000002,21.738800000000005,38.7678
409,39.46360182893207,-0.362747941873727,"Carrer del Mestre Racional, 9-11",306,14.0,4,0.0,68,8.7591,0.2396,22.277800000000003,39.2705
806,39.468331000955232,-0.390909686801529,"Avinguda de PÃ©rez GaldÃ³s, 72",281,14.0,4,0.0,68,8.6741,0.2371,21.052800000000005,38.128
807,39.469612916517939,-0.388838629708601,"Carrer d'Ã€ngel GuimerÃ , 47",1077,14.0,4,0.0,68,11.3805,0.3167,60.05680000000001,74.5052
808,39.469336609425419,-0.390181447900891,"Carrer d'Ã€ngel GuimerÃ , 68-70",960,14.0,4,0.0,68,10.9827,0.305,54.323800000000006,69.1583
809,39.469791604126243,-0.392178944317529,"Avinguda de PÃ©rez GaldÃ³s, 93",251,14.0,4,0.0,68,8.5721,0.2341,19.582800000000006,36.757
1224,39.493710037544389,-0.373072126616691,"Avinguda de la ConstituciÃ³, 163-165",346,14.0,4,0.0,68,8.8951,0.2436,24.237800000000004,41.0985
1520,39.475556325057084,-0.353573572543618,"Avinguda de Blasco IbÃ¡Ã±ez, 68-70",656,14.0,4,0.0,68,9.9491,0.2746,39.427800000000005,55.2655
1521,39.472393679197879,-0.363016731755663,"Passeig de l'Albereda, 22",131,14.0,4,0.0,68,8.1641,0.22210000000000002,13.702800000000003,31.273
1522,39.472245993220383,-0.363507648485022,"Paseo de la Alameda, 4",585,14.0,4,0.0,68,9.7077,0.2675,35.948800000000006,52.020799999999994
1523,39.467172603619467,-0.360171966860128,"Paseo de la Alameda, 30",480,14.0,4,0.0,68,9.3507,0.257,30.803800000000003,47.222300000000004
1524,39.465475085125391,-0.359517128469947,"Paseo de la Alameda, 36",273,14.0,4,0.0,68,8.6469,0.2363,20.660800000000002,37.7624
1525,39.471496622302894,-0.35770659586071,"Avinguda d'AragÃ³, 30",780,14.0,4,0.0,68,10.3707,0.28700000000000003,45.5038,60.9323
1526,39.473017172222193,-0.364371465975328,"Paseo de la Alameda, 17",251,14.0,4,0.0,68,8.5721,0.2341,19.582800000000006,36.757
1703,39.4843517582364,-0.399667237182305,"Avinguda del General AvilÃ©s, 58",794,14.0,4,0.0,68,10.4183,0.2884,46.189800000000005,61.57209999999999
1704,39.485528247423026,-0.396944907865409,"Avinguda del General AvilÃ©s, 40",869,14.0,4,0.0,68,10.6733,0.2959,49.8648,64.9996
1714,39.485309015078322,-0.397262896040088,"Carrer d'Aparicio AlbiÃ±ana, 8",68,14.0,4,0.0,68,7.9499,0.2158,10.615800000000004,28.393900000000002
1716,39.482471584999189,-0.404020898019343,"Avinguda del General AvilÃ©s, 67",386,14.0,4,0.0,68,9.0311,0.24760000000000001,26.197800000000004,42.926500000000004
2323,39.450884497199354,-0.379102317501601,"Carretera Malilla, 52D",229,14.0,4,0.0,68,8.497300000000001,0.2319,18.504800000000003,35.751599999999996
2911,39.477048044155907,-0.325733229592715,"Carrer d'Isabel de Villena, 4",86,14.0,4,0.0,68,8.0111,0.21760000000000002,11.497800000000003,29.2165
3302,39.466867142059229,-0.335240739313823,"Carrer del Pintor Ferrer Calatayud, 23-33",767,14.0,4,0.0,68,10.3265,0.2857,44.8668,60.3382
3303,39.467569533500736,-0.33494286032117,"Carrer de la Serradora, 65",897,14.0,4,0.0,68,10.7685,0.2987,51.2368,66.2792
3631,39.479425964714174,-0.39380373052418,"Avinguda de Campanar, 39-41",231,14.0,4,0.0,68,8.5041,0.2321,18.602800000000002,35.843
327,39.469333150448563,-0.364307975449579,"PlaÃ§a d'America, 1",295,14.0,4,0.0,68,8.7217,0.23850000000000002,21.738800000000005,38.7678
328,39.463300176936158,-0.377505633466997,"Gran VÃ­a de RamÃ³n y Cajal, 312",1049,14.0,4,0.0,68,11.2853,0.3139,58.68480000000001,73.2256
332,39.463337542817811,-0.377604925523226,"Gran VÃ­a de RamÃ³n y Cajal, 312",665,14.0,4,0.0,68,9.9797,0.2755,39.86880000000001,55.6768
409,39.46360182893207,-0.362747941873727,"Carrer del Mestre Racional, 9-11",306,14.0,4,0.0,68,8.7591,0.2396,22.277800000000003,39.2705
410,39.465225207382986,-0.362074139497014,"Avenida Jacinto Benavente, 26",630,14.0,4,0.0,68,9.8607,0.272,38.153800000000004,54.077299999999994
410,39.465225207382986,-0.362074139497014,"Avenida Jacinto Benavente, 26",630,14.0,4,0.0,68,9.8607,0.272,38.153800000000004,54.077299999999994
1142,39.485542398010999,-0.372005120443314,"Carrer del Ministre Luis Mayans, 15",21,14.0,4,0.0,68,7.7901,0.2111,8.312800000000003,26.246000000000002
1144,39.486208294250559,-0.371350520806416,"Carrer de Fra Pere Vives, 32-34",38,14.0,4,0.0,68,7.8479,0.2128,9.145800000000005,27.0229
1145,39.486680812114734,-0.369181424867742,"Carrer de Cofrentes, 6",52,14.0,4,0.0,68,7.8955,0.2142,9.831800000000005,27.6627
1146,39.486017631130707,-0.371059763455631,"Carrer de Fra Pere Vives, 190",7,14.0,4,0.0,68,7.7425,0.2097,7.626800000000003,25.6062
1149,39.48721545993849,-0.372589438302652,"Carrer de Bilbao, 22",52,14.0,4,0.0,68,7.8955,0.2142,9.831800000000005,27.6627
1150,39.486764963998503,-0.37495854276565,"Carrer de Sagunt, 103-105",219,14.0,4,0.0,68,8.4633,0.2309,18.0148,35.2946
110,39.469091392464016,-0.376932254258923,"Avinguda del MarquÃ©s de Sotelo, 2",228,14.0,4,0.0,68,8.4939,0.2318,18.455800000000004,35.7059
111,39.469144823200821,-0.37551891749548,"Carrer de Roger de LlÃ²ria, 4",118,14.0,4,0.0,68,8.1199,0.2208,13.065800000000003,30.6789
126,39.470058735607616,-0.379308343832868,"Carrer de Padilla, 3-5",214,14.0,4,0.0,68,8.4463,0.2304,17.769800000000004,35.0661
127,39.468943526327919,-0.379273959855975,"Carrer de Sant Vicent MÃ rtir, 84",815,14.0,4,0.0,68,10.489700000000001,0.2905,47.2188,62.531800000000004
2324,39.449188386933386,-0.37943070899309,"Carretera Malilla, 72",288,14.0,4,0.0,68,8.6979,0.2378,21.3958,38.447900000000004
2325,39.448949795743502,-0.379578888124286,"Carretera Malilla, 78",243,14.0,4,0.0,68,8.5449,0.2333,19.190800000000003,36.391400000000004
2326,39.447314221309249,-0.379889229938641,"Carretera Malilla, 77-79",295,14.0,4,0.0,68,8.7217,0.23850000000000002,21.738800000000005,38.7678
2328,39.454774142932756,-0.375855488071452,"Carrer de la Pianista Empar Iturbi, 71-73",141,14.0,4,0.0,68,8.1981,0.22310000000000002,14.192800000000004,31.73
2401,39.456995922608932,-0.403438646255913,"CamÃ­ Nou de Picanya, 3-5",1568,14.0,4,0.0,68,13.0499,0.3658,84.11580000000001,96.94390000000001
2405,39.456011513921716,-0.405366751868622,"Carrer dels Pedrapiquers, 7",247,14.0,4,0.0,68,8.5585,0.23370000000000002,19.3868,36.5742
2017,39.471384727279521,-0.347892664293419,"Carrer de Campoamor, 35-37",95,14.0,4,0.0,68,8.0417,0.2185,11.938800000000004,29.6278
2018,39.471382253695239,-0.348503565090674,"Carrer de Campoamor, 40-42",34,14.0,4,0.0,68,7.8343,0.2124,8.949800000000003,26.8401
2019,39.470611436827255,-0.349303198451968,"Carrer del Doctor Manuel Candela, 53",637,14.0,4,0.0,68,9.884500000000001,0.2727,38.49680000000001,54.3972
2020,39.470874932688417,-0.349886153466788,"Carrer del Poeta Mas i Ros, 20",93,14.0,4,0.0,68,8.0349,0.2183,11.840800000000003,29.5364
2021,39.470786128485287,-0.349016602211943,"Carrer del Doctor Manuel Candela, 58",344,14.0,4,0.0,68,8.8883,0.2434,24.139800000000005,41.0071
2022,39.470560821778633,-0.348800303135459,"Carrer del Poeta Mas i Ros, 32-34",28,14.0,4,0.0,68,7.8139,0.2118,8.655800000000003,26.5659
2023,39.470151556085085,-0.349277061447002,"Carrer del Doctor Manuel Candela, 52",326,14.0,4,0.0,68,8.8271,0.2416,23.257800000000003,40.1845
2024,39.469810630197045,-0.348892478070798,"Carrer dels Sants Just i Pastor, 58",163,14.0,4,0.0,68,8.2729,0.2253,15.270800000000003,32.7354
2025,39.470239279170805,-0.349921512994573,"Carrer dels Sants Just i Pastor, 27",710,14.0,4,0.0,68,10.1327,0.28,42.073800000000006,57.7333
2026,39.469761475135911,-0.349652613928582,"Carrer del Doctor Manuel Candela, 37",626,14.0,4,0.0,68,9.8471,0.2716,37.957800000000006,53.8945
2027,39.468895327216302,-0.350006144925972,"Carrer del Doctor Manuel Candela, 31-33",589,14.0,4,0.0,68,9.7213,0.2679,36.144800000000004,52.203599999999994
2028,39.469174030632956,-0.349667965545447,"Carrer del Doctor Manuel Candela, 42",371,14.0,4,0.0,68,8.9801,0.2461,25.462800000000005,42.241
2034,39.473410439517188,-0.348498020869416,"Carrer de Yecla, 43",87,14.0,4,0.0,68,8.0145,0.2177,11.546800000000003,29.2622
2315,39.455034933404256,-0.377672506178537,"Carrer de l'Enginyer Joaquin Benlloch, 8",155,14.0,4,0.0,68,8.2457,0.2245,14.878800000000004,32.3698
2316,39.455447977211783,-0.37814682239239,"Carretera Malilla, 2",75,14.0,4,0.0,68,7.973700000000001,0.2165,10.958800000000004,28.7138
2317,39.454942080457428,-0.378044699477067,"Carretera Malilla, 2",95,14.0,4,0.0,68,8.0417,0.2185,11.938800000000004,29.6278
2322,39.451412042230565,-0.378881679794222,"Carretera Malilla, 48",199,14.0,4,0.0,68,8.3953,0.2289,17.034800000000004,34.3806
2525,39.479669650464302,-0.384361900145712,"Paseo de la Pechina, 2",1201,14.0,4,0.0,68,11.802100000000001,0.3291,66.1328,80.172
2526,39.480671147046252,-0.382472203682192,"Carrer de Guillem de Castro, 138",793,14.0,4,0.0,68,10.4149,0.2883,46.1408,61.526399999999995
2527,39.4815149272344,-0.380241450250918,"Pont de Sant Josep, 138",182,14.0,4,0.0,68,8.3375,0.2272,16.201800000000006,33.6037
2528,39.481154501816214,-0.380005619655799,"PlaÃ§a del Portal Nou, 6",554,14.0,4,0.0,68,9.6023,0.2644,34.4298,50.6041
2909,39.473203475593039,-0.327833918822653,"Carrer d'en Vicent Guillot Tio Bola, 20",7,14.0,4,0.0,68,7.7425,0.2097,7.626800000000003,25.6062
2910,39.481280646393543,-0.325718420695423,"Carrer d'Isabel de Villena, 129",115,14.0,4,0.0,68,8.1097,0.2205,12.918800000000003,30.541800000000002
2923,39.479335769584431,-0.32711841958033,"Carrer de Vicente la Roda, 35",90,14.0,4,0.0,68,8.0247,0.218,11.693800000000003,29.3993
2924,39.478578031627215,-0.328029689051344,"Avinguda de la Malva-rosa, 22-24",201,14.0,4,0.0,68,8.4021,0.2291,17.132800000000003,34.472
2925,39.476518275869502,-0.327523074491261,"Carrer del Riu Tajo, 7",51,14.0,4,0.0,68,7.8921,0.2141,9.782800000000002,27.617
3616,39.478969451387655,-0.398310090000141,"Carrer de la Vall de la Ballestera, 39",307,14.0,4,0.0,68,8.7625,0.2397,22.326800000000006,39.3162
3620,39.479714863121572,-0.396822299573382,"Carrer de la Vall de la Ballestera, 22-32",158,14.0,4,0.0,68,8.2559,0.2248,15.025800000000004,32.5069
1020,39.482361035914998,-0.390903299873224,"Carrer de Joaquim Ballester, 45",98,14.0,4,0.0,68,8.0519,0.2188,12.085800000000003,29.7649
1021,39.479579643161813,-0.389030352913193,"Avinguda MenÃ©ndez Pidal, 15",915,14.0,4,0.0,68,10.8297,0.3005,52.11880000000001,67.1018
1022,39.481648696954643,-0.384422481154617,"Avinguda MenÃ©ndez Pidal, 3",409,14.0,4,0.0,68,9.1093,0.2499,27.324800000000003,43.977599999999995
1023,39.482071091970049,-0.383122830738366,"Carrer de Mauro GuillÃ©n, 6",72,14.0,4,0.0,68,7.9635,0.2162,10.811800000000003,28.576700000000002
2808,39.477279817156585,-0.333079307927354,"Carrer de l'Enginyer Fausto Elio, 3",942,14.0,4,0.0,68,10.9215,0.3032,53.4418,68.3357
2809,39.479530278361899,-0.332642477288807,"Carrer de l'Enginyer Fausto Elio, 38",513,14.0,4,0.0,68,9.4629,0.26030000000000003,32.4208,48.7304
2815,39.484062460023829,-0.330145814978762,"Carrer de MendizÃ¡bal, 14",71,14.0,4,0.0,68,7.960100000000001,0.21610000000000001,10.762800000000002,28.531
2816,39.469380036165191,-0.334843779292659,"Carrer de la Serradora, 93",889,14.0,4,0.0,68,10.7413,0.2979,50.844800000000006,65.9136
2817,39.478686388789924,-0.341721927206621,"Avinguda dels Tarongers, 8",896,14.0,4,0.0,68,10.7651,0.2986,51.18780000000001,66.23349999999999
2818,39.478182439049135,-0.33996649820674,"Avinguda dels Tarongers, 1",805,14.0,4,0.0,68,10.4557,0.2895,46.72880000000001,62.074799999999996
