idpm,latitud,longitud,nombre_via,ih,temperatura,velocidad_viento,precipitacion,humedad,PM25,CO,NO,NO2
2819,39.477583710650926,-0.337934278322803,"Avinguda dels Tarongers, 10",789,14.0,4,0.0,68,10.4013,0.2879,45.9448,61.343599999999995
2820,39.47668556071369,-0.333873308428489,"Avinguda dels Tarongers, 14",709,14.0,4,0.0,68,10.1293,0.27990000000000004,42.0248,57.6876
2907,39.471961619383393,-0.327660227087493,"Carrer del Doctor Lluch, 237",163,14.0,4,0.0,68,8.2729,0.2253,15.270800000000003,32.7354
2908,39.473254117117598,-0.327475627982839,"Carrer del Doctor Lluch, 281",121,14.0,4,0.0,68,8.1301,0.22110000000000002,13.212800000000003,30.816000000000003
3018,39.465420824714677,-0.329137329343291,"Carrer de la Reina, 42",276,14.0,4,0.0,68,8.6571,0.2366,20.807800000000004,37.8995
3128,39.45879729450003,-0.336284094552338,"Carrer de Joan Verdeguer, 41J",420,14.0,4,0.0,68,9.146700000000001,0.251,27.863800000000005,44.4803
3211,39.478699215636681,-0.324977842279766,"Carrer de Pavia, 20-22",14,14.0,4,0.0,68,7.7663,0.2104,7.969800000000003,25.9261
3212,39.479443702014628,-0.324794193694102,"Carrer de Pavia, 20-22",118,14.0,4,0.0,68,8.1199,0.2208,13.065800000000003,30.6789
3213,39.481298064758391,-0.325053653109894,"Carrer de Pavia, 20-22",20,14.0,4,0.0,68,7.7867,0.21100000000000002,8.263800000000003,26.200300000000002
3301,39.467848341601929,-0.335066845828707,"Carrer de la Serradora, 71",779,14.0,4,0.0,68,10.3673,0.2869,45.454800000000006,60.8866
3304,39.466207819554789,-0.335217972180854,"Carrer de la Serradora, 59",1049,14.0,4,0.0,68,11.2853,0.3139,58.68480000000001,73.2256
3305,39.465221876524389,-0.335739808103467,"Carrer de la Serradora, 51",798,14.0,4,0.0,68,10.4319,0.2888,46.3858,61.75489999999999
3306,39.464639846286879,-0.335887469810301,"Carrer de la Serradora, 41",988,14.0,4,0.0,68,11.0779,0.3078,55.695800000000006,70.4379
3308,39.463494171845767,-0.336849048490477,"Carrer de la Serradora, 19",889,14.0,4,0.0,68,10.7413,0.2979,50.844800000000006,65.9136
3309,39.46247206375967,-0.337636887217276,"Carrer de la Serradora, 6",965,14.0,4,0.0,68,10.999699999999999,0.3055,54.56880000000001,69.3868
3310,39.461978723050578,-0.338220374188736,"Carrer de la Serradora, 4-6",839,14.0,4,0.0,68,10.571299999999999,0.2929,48.394800000000004,63.62859999999999
3311,39.462163436209586,-0.338223025850354,"Carrer de la Serradora, 3",846,14.0,4,0.0,68,10.5951,0.2936,48.73780000000001,63.948499999999996
1215,39.491524352983149,-0.373333319712809,"Avinguda del Primat Reig, 2",293,14.0,4,0.0,68,8.7149,0.2383,21.640800000000006,38.6764
1216,39.491418578981033,-0.376475814224982,"Avinguda del Doctor Peset Aleixandre, 39",787,14.0,4,0.0,68,10.394499999999999,0.2877,45.8468,61.2522
1217,39.491487887757714,-0.376082227305601,"Avinguda del Doctor Peset Aleixandre, 33",314,14.0,4,0.0,68,8.7863,0.2404,22.669800000000002,39.6361
1223,39.494928150682483,-0.380333174857951,"CamÃ­ de Montcada, 98",224,14.0,4,0.0,68,8.4803,0.2314,18.259800000000006,35.5231
1321,39.486290542709824,-0.367180328012211,"Carrer de Cofrentes, 13",24,14.0,4,0.0,68,7.8003,0.2114,8.459800000000005,26.3831
2035,39.473118149955091,-0.349011321133182,"Carrer de Yecla, 24",148,14.0,4,0.0,68,8.2219,0.2238,14.535800000000004,32.0499
2036,39.469379388643105,-0.347011025161324,"Carrer dels Sants Just i Pastor, 57-59",266,14.0,4,0.0,68,8.6231,0.2356,20.317800000000005,37.4425
2037,39.470505161914261,-0.351195366171823,"Carrer dels Sants Just i Pastor, 32-34",174,14.0,4,0.0,68,8.3103,0.22640000000000002,15.809800000000003,33.2381
2038,39.476615155954967,-0.346585691507151,"Carrer de Ramon Llull, 27",196,14.0,4,0.0,68,8.3851,0.2286,16.887800000000006,34.2435
2039,39.479513486279359,-0.345547138062035,"Carrer de Ramon Llull, 27",391,14.0,4,0.0,68,9.0481,0.24810000000000001,26.442800000000005,43.155
2040,39.478048528498924,-0.346246017923489,"Carrer de Ramon Llull, 43",326,14.0,4,0.0,68,8.8271,0.2416,23.257800000000003,40.1845
2041,39.478249005468122,-0.345908996879195,"Carrer de Ramon Llull, 45",127,14.0,4,0.0,68,8.1505,0.2217,13.506800000000002,31.0902
2042,39.477209175068033,-0.346592412743427,"Carrer de Ramon Llull, 31",337,14.0,4,0.0,68,8.8645,0.2427,23.796800000000005,40.687200000000004
2529,39.467155520268868,-0.385890165285148,"Carrer de Conca, 29-31",299,14.0,4,0.0,68,8.7353,0.2389,21.934800000000003,38.9506
2530,39.469481154239077,-0.384327503403202,"Gran Via de Ferran el CatÃ²lic, 2-6",265,14.0,4,0.0,68,8.6197,0.23550000000000001,20.268800000000006,37.3968
2531,39.468395594719567,-0.383841729140803,"Gran VÃ­a de RamÃ³n y Cajal, 59",886,14.0,4,0.0,68,10.7311,0.2976,50.6978,65.7765
2532,39.468714199640274,-0.383694437891044,"Gran VÃ­a de RamÃ³n y Cajal, 42",873,14.0,4,0.0,68,10.6869,0.2963,50.0608,65.1824
2533,39.46669251558427,-0.382610668047256,"Gran VÃ­a de RamÃ³n y Cajal, 33",843,14.0,4,0.0,68,10.5849,0.2933,48.5908,63.81139999999999
2534,39.47020005194544,-0.385740141653111,"Carrer d'Ã€ngel GuimerÃ , 13-15",406,14.0,4,0.0,68,9.0991,0.24960000000000002,27.177800000000005,43.8405
2535,39.472482248348157,-0.383835207818699,"Carrer de Guillem Sorolla, 38-40",140,14.0,4,0.0,68,8.1947,0.223,14.143800000000002,31.6843
2536,39.467655242540509,-0.382931506828154,"Gran VÃ­a de RamÃ³n y Cajal, 32",885,14.0,4,0.0,68,10.7277,0.2975,50.64880000000001,65.7308
2537,39.480637113177863,-0.383117445127833,"Pont de les Arts, 32",256,14.0,4,0.0,68,8.5891,0.2346,19.827800000000003,36.9855
2538,39.479629619001912,-0.384313633897198,"Paseo de la Pechina, 2",224,14.0,4,0.0,68,8.4803,0.2314,18.259800000000006,35.5231
2539,39.474552304126263,-0.387767154958168,"Carrer de Borrull, 41",87,14.0,4,0.0,68,8.0145,0.2177,11.546800000000003,29.2622
2736,39.483555733212853,-0.357869417486799,"Carrer del Doctor Vicent Zaragoza, 75",23,14.0,4,0.0,68,7.7969,0.2113,8.410800000000002,26.337400000000002
3906,39.45501161357592,-0.346163426213759,"Paseo de la Alameda, 54T",24,14.0,4,0.0,68,7.8003,0.2114,8.459800000000005,26.3831
3907,39.457809514773764,-0.348215012376945,"Carrer del Pintor Maella, 35",147,14.0,4,0.0,68,8.2185,0.2237,14.486800000000002,32.0042
3908,39.458267148055413,-0.348222761303538,"Carrer del Pintor Maella, 35",216,14.0,4,0.0,68,8.453100000000001,0.2306,17.867800000000003,35.1575
3909,39.460661645180835,-0.347936613144903,"Carrer del Pintor Maella, 22",144,14.0,4,0.0,68,8.2083,0.22340000000000002,14.339800000000004,31.8671
3913,39.459746481501668,-0.34179354728442,"Carrer de Menorca, 11",798,14.0,4,0.0,68,10.4319,0.2888,46.3858,61.75489999999999
904,39.469596775657308,-0.404835889525267,"Avinguda del Cid, 15",815,14.0,4,0.0,68,10.489700000000001,0.2905,47.2188,62.531800000000004
905,39.469652542763008,-0.411819367012382,"Avinguda del Cid, 152",370,14.0,4,0.0,68,8.9767,0.246,25.413800000000002,42.1953
906,39.469574355214242,-0.413601061440637,"Avinguda del Cid, 156",55,14.0,4,0.0,68,7.9057,0.2145,9.978800000000003,27.7998
907,39.469419250478076,-0.413894985618078,"Avinguda del Cid, 1870",2062,14.0,4,0.0,68,14.7295,0.4152,108.32180000000001,119.5197
2540,39.475460323658787,-0.383791156989297,"Carrer de Guillem de Castro, 580",68,14.0,4,0.0,68,7.9499,0.2158,10.615800000000004,28.393900000000002
2541,39.475486137213359,-0.383638050366373,"Carrer de Murillo, 35",79,14.0,4,0.0,68,7.987299999999999,0.2169,11.154800000000003,28.8966
2605,39.490998900738788,-0.38826131376363,"Carrer del Picaio, 13-15",34,14.0,4,0.0,68,7.8343,0.2124,8.949800000000003,26.8401
2801,39.475911608964239,-0.333528466852295,"Carrer de LluÃ­s PeixÃ³, 33",718,14.0,4,0.0,68,10.1599,0.2808,42.4658,58.0989
2802,39.47154497756258,-0.334387657677034,"Carrer del MarÃ­ Blas de Lezo, 31",643,14.0,4,0.0,68,9.9049,0.2733,38.790800000000004,54.6714
2803,39.471811683008625,-0.334157995888806,"Carrer del MarÃ­ Blas de Lezo, 24",766,14.0,4,0.0,68,10.3231,0.2856,44.817800000000005,60.292500000000004
2804,39.472705427476797,-0.333864919979186,"Carrer d'Antoni Joan, 4",125,14.0,4,0.0,68,8.1437,0.2215,13.408800000000003,30.9988
2823,39.475784232004237,-0.331668486053372,"Avinguda dels Tarongers, 14",395,14.0,4,0.0,68,9.0617,0.2485,26.638800000000003,43.3378
2928,39.476546553511625,-0.329682640835337,"Carrer del Riu Tajo, 24",24,14.0,4,0.0,68,7.8003,0.2114,8.459800000000005,26.3831
2929,39.476553706327302,-0.328524833153316,"Carrer del Riu Tajo, 32",37,14.0,4,0.0,68,7.8445,0.2127,9.096800000000002,26.9772
2931,39.475865891423446,-0.328666345764533,"Carrer del Pare AntÃ³n Martin, 12-20",31,14.0,4,0.0,68,7.8241000000000005,0.2121,8.802800000000001,26.703000000000003
2932,39.474126147758994,-0.327850310290539,"Carrer de la Reina, 286",212,14.0,4,0.0,68,8.4395,0.23020000000000002,17.671800000000005,34.9747
2933,39.473067278408429,-0.328002633395295,"Carrer de la Reina, 252",220,14.0,4,0.0,68,8.4667,0.231,18.063800000000004,35.3403
2934,39.471405682408978,-0.328254596996678,"Carrer de la Reina, 202",261,14.0,4,0.0,68,8.6061,0.2351,20.0728,37.214
2935,39.474425198090763,-0.328678488830781,"Carrer del ProgrÃ©s, 379",30,14.0,4,0.0,68,7.8207,0.21200000000000002,8.753800000000002,26.6573
2936,39.471912130347597,-0.32784730920627,"Carrer del Pintor Ferrandis, 42",64,14.0,4,0.0,68,7.9363,0.2154,10.419800000000002,28.211100000000002
2937,39.476356634853637,-0.325721130102323,"Carrer d'Isabel de Villena, 2",41,14.0,4,0.0,68,7.8581,0.2131,9.292800000000003,27.16
2938,39.474313218336313,-0.325492330515338,"Carrer d'EugÃ¨nia ViÃ±es, 156",236,14.0,4,0.0,68,8.5211,0.2326,18.847800000000003,36.0715
3017,39.466996266182697,-0.328903450468692,"Carrer de la Reina, 76",329,14.0,4,0.0,68,8.8373,0.2419,23.404800000000005,40.321600000000004
3517,39.466351207986868,-0.405608256408048,"Avinguda de les Tres Creus, 37",1112,14.0,4,0.0,68,11.4995,0.32020000000000004,61.7718,76.10470000000001
930,39.4696866096617,-0.409056606047645,"Avinguda del Cid, 136",1170,14.0,4,0.0,68,11.6967,0.326,64.61380000000001,78.7553
1001,39.480281049271952,-0.392256704816249,"Avinguda de Pius XII, 9",1518,14.0,4,0.0,68,12.879900000000001,0.3608,81.6658,94.65889999999999
1002,39.478625491068549,-0.391120428959767,"Pont de les GlÃ²ries Valencianes, 45",1114,14.0,4,0.0,68,11.5063,0.3204,61.86980000000001,76.1961
1003,39.486445207939809,-0.390483905624013,"Avinguda de Campanar, 15",174,14.0,4,0.0,68,8.3103,0.22640000000000002,15.809800000000003,33.2381
1004,39.483717886416159,-0.391929383865544,"Avinguda de Campanar, 34",163,14.0,4,0.0,68,8.2729,0.2253,15.270800000000003,32.7354
1005,39.48777444715801,-0.391848188029356,"Avinguda del General AvilÃ©s, 12",406,14.0,4,0.0,68,9.0991,0.24960000000000002,27.177800000000005,43.8405
1006,39.482989064189532,-0.384832878932516,"Carrer del Pare FerrÃ­s, 19",337,14.0,4,0.0,68,8.8645,0.2427,23.796800000000005,40.687200000000004
1007,39.487508806746831,-0.391920924194286,"Avinguda del General AvilÃ©s, 11",137,14.0,4,0.0,68,8.1845,0.2227,13.996800000000004,31.5472
1008,39.48758537278232,-0.391943814298558,"Avinguda del General AvilÃ©s, 11",650,14.0,4,0.0,68,9.928700000000001,0.274,39.13380000000001,54.991299999999995
1011,39.487471096436323,-0.388285851274798,"Avinguda de Burjassot, 102",339,14.0,4,0.0,68,8.8713,0.2429,23.894800000000004,40.7786
1036,39.482431459488545,-0.382437166206996,"Carrer de Mauro GuillÃ©n, 2",1057,14.0,4,0.0,68,11.3125,0.3147,59.076800000000006,73.5912
1121,39.485066839948502,-0.370372737241565,"Carrer de Molinell, 4",160,14.0,4,0.0,68,8.2627,0.225,15.123800000000003,32.5983
1122,39.485133480577289,-0.369805253334668,"Carrer de Molinell, 3-5",69,14.0,4,0.0,68,7.9533000000000005,0.2159,10.664800000000003,28.4396
1123,39.485385366121321,-0.37053529581318,"Carrer d'Almassora, 54",127,14.0,4,0.0,68,8.1505,0.2217,13.506800000000002,31.0902
1124,39.485244613449915,-0.371640691532203,"Carrer de l'Argenter SuÃ¡rez, 8",76,14.0,4,0.0,68,7.9771,0.21660000000000001,11.007800000000003,28.759500000000003
1125,39.484947839660137,-0.371398648042275,"Carrer d'Almassora, 46",418,14.0,4,0.0,68,9.1399,0.2508,27.765800000000002,44.3889
1126,39.482528024706632,-0.372867203831152,"Carrer d'Almassora, 46",372,14.0,4,0.0,68,8.9835,0.2462,25.511800000000004,42.286699999999996
1138,39.486498765801841,-0.374578629458398,"Carrer de Fra Pere Vives, 4-8",7,14.0,4,0.0,68,7.7425,0.2097,7.626800000000003,25.6062
1141,39.486683109537289,-0.372581688142882,"Carrer de Fra Pere Vives, 20",10,14.0,4,0.0,68,7.7527,0.21000000000000002,7.773800000000001,25.7433
3318,39.463031514686726,-0.332592416369376,"Carrer de Francesc Cubells, 40",41,14.0,4,0.0,68,7.8581,0.2131,9.292800000000003,27.16
3403,39.455922858796391,-0.355970064287165,"Avenida del Profesor LÃ³pez PiÃ±ero, 8",425,14.0,4,0.0,68,9.1637,0.2515,28.108800000000002,44.7088
3404,39.452138777214387,-0.354249080309544,"Carrer d'Antonio Ferrandis, 8",974,14.0,4,0.0,68,11.0303,0.3064,55.0098,69.7981
3405,39.452502146276238,-0.354120449369691,"Carrer d'Antonio Ferrandis, 8",895,14.0,4,0.0,68,10.7617,0.2985,51.1388,66.1878
3406,39.450358497638518,-0.359151458069215,"Carrer d'Antonio Ferrandis, 10",892,14.0,4,0.0,68,10.7515,0.2982,50.9918,66.05069999999999
4121,39.44897607139719,-0.393043402991317,"Carrer del General Barroso, 81",14,14.0,4,0.0,68,7.7663,0.2104,7.969800000000003,25.9261
4409,39.497086069580014,-0.381207703158966,"CamÃ­ de Montcada, 130-132",197,14.0,4,0.0,68,8.3885,0.22870000000000001,16.936800000000005,34.2892
508,39.459471934148603,-0.371901398642228,"Carrer de Cadis, 88-90",178,14.0,4,0.0,68,8.3239,0.2268,16.0058,33.4209
509,39.460032193327514,-0.371178107047971,"Carrer dels Centelles, 16",205,14.0,4,0.0,68,8.4157,0.2295,17.3288,34.6548
510,39.458790753570504,-0.371190868232135,"Avinguda de Peris i Valero, 78",812,14.0,4,0.0,68,10.4795,0.2902,47.07180000000001,62.3947
511,39.458710084445187,-0.368766674584086,"Carrer dels Sapadors, 14",209,14.0,4,0.0,68,8.4293,0.2299,17.524800000000003,34.8376
513,39.460903033031556,-0.369131163634035,"Carrer de Matias PerellÃ³, 8",230,14.0,4,0.0,68,8.5007,0.232,18.553800000000003,35.7973
514,39.460380980881681,-0.367459003912648,"Avinguda de Peris i Valero, 134",947,14.0,4,0.0,68,10.9385,0.3037,53.686800000000005,68.5642
521,39.458662474490247,-0.371743220024284,"Avinguda de Peris i Valero, 87",574,14.0,4,0.0,68,9.6703,0.2664,35.409800000000004,51.518100000000004
522,39.457599598663485,-0.374236234108587,"Avinguda de Peris i Valero, 59",791,14.0,4,0.0,68,10.4081,0.2881,46.0428,61.435
523,39.454686109092087,-0.374417103467637,"Avinguda d'AusiÃ s March, 26",1018,14.0,4,0.0,68,11.1799,0.3108,57.165800000000004,71.8089
524,39.460820561477234,-0.368787126221883,"Carrer del Pintor Salvador Abril, 48-50",60,14.0,4,0.0,68,7.9227,0.215,10.223800000000004,28.0283
526,39.453082845428618,-0.372969472038592,"Avinguda d'AusiÃ s March, 42",1076,14.0,4,0.0,68,11.3771,0.3166,60.0078,74.45949999999999
802,39.465463485977658,-0.388878100340795,"Avinguda de PÃ©rez GaldÃ³s, 46",574,14.0,4,0.0,68,9.6703,0.2664,35.409800000000004,51.518100000000004
1334,39.483171624222592,-0.370166741253082,"Carrer del Convent dels Carmelites, 1-5",3,14.0,4,0.0,68,7.7289,0.2093,7.430800000000001,25.4234
1409,39.4756242430445,-0.363272783479616,"Carrer del Pintor PeirÃ³, 12-14",170,14.0,4,0.0,68,8.2967,0.226,15.613800000000003,33.0553
1410,39.474315164963862,-0.363751071930402,"Carrer d'Armando Palacio ValdÃ©s, 2",420,14.0,4,0.0,68,9.146700000000001,0.251,27.863800000000005,44.4803
1411,39.47520885054432,-0.365902964081783,"Paseo de la Alameda, 9",661,14.0,4,0.0,68,9.966099999999999,0.2751,39.67280000000001,55.494
1911,39.455158493104534,-0.391134522801884,"Avinguda de Gaspar Aguilar, 63",193,14.0,4,0.0,68,8.3749,0.2283,16.740800000000004,34.1064
1912,39.455356035660458,-0.391115918500226,"Avinguda de Gaspar Aguilar, 54",353,14.0,4,0.0,68,8.9189,0.24430000000000002,24.580800000000004,41.4184
1913,39.456662355414188,-0.38826051425728,"Carrer de Jaime BeltrÃ¡n, 20",38,14.0,4,0.0,68,7.8479,0.2128,9.145800000000005,27.0229
1914,39.456625928240868,-0.388091544809683,"Carrer de Jaime BeltrÃ¡n, 11",175,14.0,4,0.0,68,8.3137,0.2265,15.858800000000004,33.2838
1920,39.459794527004675,-0.385965263466954,"Carrer de l'Uruguai, 1-9",296,14.0,4,0.0,68,8.7251,0.2386,21.787800000000004,38.8135
2016,39.471767172067231,-0.348610225118621,"Carrer del Doctor Manuel Candela, 64",368,14.0,4,0.0,68,8.9699,0.24580000000000002,25.315800000000003,42.103899999999996
2044,39.479294867214584,-0.343859604519941,"Avinguda dels Tarongers, 6",887,14.0,4,0.0,68,10.7345,0.2977,50.74680000000001,65.8222
2045,39.48004005972976,-0.345526387447661,"Avinguda dels Tarongers, 4",557,14.0,4,0.0,68,9.6125,0.2647,34.576800000000006,50.7412
2046,39.480977065865432,-0.348801521718357,"Avinguda dels Tarongers, 4",306,14.0,4,0.0,68,8.7591,0.2396,22.277800000000003,39.2705
2049,39.480203255375422,-0.34708783895219,"Avinguda dels Tarongers, 4",1193,14.0,4,0.0,68,11.7749,0.32830000000000004,65.74080000000001,79.8064
2050,39.474886686717369,-0.350336584666329,"Avinguda de Blasco IbÃ¡Ã±ez, 59",38,14.0,4,0.0,68,7.8479,0.2128,9.145800000000005,27.0229
2101,39.466208740212018,-0.355583578708414,"Carrer de les Illes CanÃ ries, 38",307,14.0,4,0.0,68,8.7625,0.2397,22.326800000000006,39.3162
2107,39.463727361406534,-0.352092681266444,"Carrer del Pare TomÃ s de MontaÃ±ana, 22",520,14.0,4,0.0,68,9.4867,0.261,32.7638,49.0503
2108,39.464467912639385,-0.351550804994146,"Carrer del Pare TomÃ s de MontaÃ±ana, 14",376,14.0,4,0.0,68,8.9971,0.2466,25.707800000000002,42.4695
2113,39.465073853105189,-0.351559178221272,"Carrer del Pare TomÃ s de MontaÃ±ana, 4-6",593,14.0,4,0.0,68,9.7349,0.2683,36.3408,52.386399999999995
2114,39.468325437733277,-0.351988738872252,"Carrer de RodrÃ­guez de Cepeda, 43",129,14.0,4,0.0,68,8.1573,0.22190000000000001,13.604800000000004,31.1816
2116,39.467581442216982,-0.350541821257965,"Carrer del Doctor Manuel Candela, 17",584,14.0,4,0.0,68,9.7043,0.2674,35.8998,51.9751
2117,39.467999215763221,-0.350149915924924,"Carrer del Doctor Manuel Candela, 32",379,14.0,4,0.0,68,9.0073,0.2469,25.854800000000004,42.6066
2131,39.463192220615376,-0.355330851188324,"Avinguda de les Balears, 4",459,14.0,4,0.0,68,9.279300000000001,0.2549,29.774800000000003,46.2626
2132,39.466561572256047,-0.354854577326293,"Avinguda del Port, 64-70",785,14.0,4,0.0,68,10.3877,0.2875,45.7488,61.160799999999995
2133,39.466009590811659,-0.352996753029183,"Avinguda del Port, 81",800,14.0,4,0.0,68,10.438699999999999,0.28900000000000003,46.4838,61.8463
2134,39.464983811155072,-0.349531677324774,"Avinguda del Port, 132",836,14.0,4,0.0,68,10.5611,0.2926,48.2478,63.4915
2259,39.457881621460686,-0.364264747982455,"Carrer del General Urrutia, 31",151,14.0,4,0.0,68,8.2321,0.22410000000000002,14.682800000000004,32.187
1505,39.469119688808355,-0.359404691898092,"Avinguda d'AragÃ³, 8",754,14.0,4,0.0,68,10.2823,0.2844,44.2298,59.7441
1508,39.468846904677974,-0.35570194455079,"Avinguda del Cardenal Benlloch, 33",338,14.0,4,0.0,68,8.8679,0.24280000000000002,23.845800000000004,40.7329
1509,39.469438070960969,-0.355273284673086,"Avinguda del Cardenal Benlloch, 46",819,14.0,4,0.0,68,10.5033,0.2909,47.4148,62.714600000000004
1510,39.472593090278927,-0.353858755404774,"Avinguda del Cardenal Benlloch, 77",443,14.0,4,0.0,68,9.2249,0.2533,28.990800000000004,45.5314
1511,39.477684508175223,-0.351402742720776,"Carrer del Clariano, 34",721,14.0,4,0.0,68,10.1701,0.2811,42.61280000000001,58.236000000000004
1512,39.477586968347254,-0.351612141898358,"Carrer del Clariano, 11-13",252,14.0,4,0.0,68,8.5755,0.23420000000000002,19.631800000000005,36.8027
1513,39.463653284340111,-0.358994982214179,"Pont de l'Angel Custodi, 11-13",619,14.0,4,0.0,68,9.8233,0.27090000000000003,37.6148,53.574600000000004
1514,39.464348406873455,-0.357775695858684,"Carrer d'Eduard BoscÃ , 25-27",905,14.0,4,0.0,68,10.7957,0.2995,51.6288,66.6448
1515,39.466484132238584,-0.356728508884564,"Carrer d'Eduard BoscÃ , 1",917,14.0,4,0.0,68,10.8365,0.3007,52.216800000000006,67.1932
1516,39.472944241249181,-0.353565146294468,"Avinguda del Cardenal Benlloch, 82",912,14.0,4,0.0,68,10.8195,0.3002,51.9718,66.9647
1517,39.471317443934048,-0.358296091149122,"Avinguda d'AragÃ³, 9-13",846,14.0,4,0.0,68,10.5951,0.2936,48.73780000000001,63.948499999999996
1518,39.472884759605201,-0.36038049060253,"Carrer de FinlÃ ndia, 6",101,14.0,4,0.0,68,8.062100000000001,0.21910000000000002,12.232800000000003,29.902
1519,39.475280069539274,-0.353183081201169,"Avinguda de Blasco IbÃ¡Ã±ez, 72",189,14.0,4,0.0,68,8.3613,0.2279,16.544800000000002,33.9236
1802,39.472590112172519,-0.344199120275517,"Avinguda de Blasco IbÃ¡Ã±ez, 150",886,14.0,4,0.0,68,10.7311,0.2976,50.6978,65.7765
1803,39.472680100362943,-0.342452258108781,"Avinguda de Blasco IbÃ¡Ã±ez, 133",678,14.0,4,0.0,68,10.0239,0.2768,40.50580000000001,56.2709
1804,39.470967560549447,-0.342628181754187,"Carrer del MÃºsic GinÃ©s, 20",155,14.0,4,0.0,68,8.2457,0.2245,14.878800000000004,32.3698
1809,39.467952849965997,-0.341945739551046,"Carrer dels Sants Just i Pastor, 111",260,14.0,4,0.0,68,8.6027,0.23500000000000001,20.0238,37.1683
1810,39.470913046982254,-0.336438770032267,"Avinguda de Blasco IbÃ¡Ã±ez, 173",326,14.0,4,0.0,68,8.8271,0.2416,23.257800000000003,40.1845
2205,39.456888408188924,-0.356249107362489,"Avinguda del Professor LÃ³pez PiÃ±ero, 76",258,14.0,4,0.0,68,8.5959,0.2348,19.925800000000002,37.0769
2206,39.456889598848463,-0.356600474701519,"Avinguda del Professor LÃ³pez PiÃ±ero, 76",223,14.0,4,0.0,68,8.4769,0.2313,18.210800000000003,35.4774
2207,39.455615993111707,-0.357901253326325,"PlaÃ§a de Miquel Asins ArbÃ³, 16",341,14.0,4,0.0,68,8.8781,0.2431,23.992800000000003,40.87
2208,39.455736527716248,-0.357877344797759,"Avinguda de l'Institut Obrer ValenciÃ , 23",516,14.0,4,0.0,68,9.4731,0.2606,32.567800000000005,48.8675
2209,39.45472236964325,-0.360251223223693,"Avinguda de l'Institut Obrer ValenciÃ , 7",592,14.0,4,0.0,68,9.7315,0.2682,36.29180000000001,52.3407
2210,39.454348960939697,-0.360851660281079,"Avinguda de l'Institut Obrer ValenciÃ , 7",405,14.0,4,0.0,68,9.0957,0.2495,27.128800000000005,43.794799999999995
2212,39.456179006097763,-0.363036472611889,"Carrer del General Urrutia, 48",472,14.0,4,0.0,68,9.323500000000001,0.2562,30.411800000000003,46.856700000000004
2213,39.453839505247103,-0.362551431980354,"Avinguda dels Germans Maristes, 28",500,14.0,4,0.0,68,9.4187,0.259,31.783800000000003,48.1363
2214,39.452639138437931,-0.365014382415554,"Avinguda dels Germans Maristes, 16",390,14.0,4,0.0,68,9.0447,0.248,26.393800000000002,43.109300000000005
2215,39.452867416434643,-0.365500572589544,"Carrer del Bomber Ramon Duart, 7",72,14.0,4,0.0,68,7.9635,0.2162,10.811800000000003,28.576700000000002
2216,39.453412500638464,-0.365978619420496,"Carrer del Bomber Ramon Duart, 7",128,14.0,4,0.0,68,8.1539,0.2218,13.555800000000003,31.1359
2217,39.451563581145479,-0.367865589302259,"Avinguda dels Germans Maristes, 7-9",482,14.0,4,0.0,68,9.3575,0.2572,30.901800000000005,47.3137
2218,39.45064302384494,-0.369711170093313,"Avinguda dels Germans Maristes, 8",352,14.0,4,0.0,68,8.9155,0.2442,24.531800000000004,41.372699999999995
2219,39.451535691238526,-0.370559306753699,"Carrera de la Fonteta de Sant LluÃ­s, 106-108",113,14.0,4,0.0,68,8.1029,0.2203,12.820800000000002,30.450400000000002
2220,39.450602739182656,-0.370139657376213,"Carrer de L'Ebenista Caselles, 4",558,14.0,4,0.0,68,9.6159,0.26480000000000004,34.625800000000005,50.7869
2307,39.451276142028355,-0.375088567015713,"Carrer de l'Enginyer Joaquin Benlloch, 36",87,14.0,4,0.0,68,8.0145,0.2177,11.546800000000003,29.2622
2308,39.451555122918407,-0.37519169577606,"Carrer de l'Enginyer Joaquin Benlloch, 45",236,14.0,4,0.0,68,8.5211,0.2326,18.847800000000003,36.0715
2309,39.452382663173722,-0.37584275572263,"Carrer de l'Enginyer Joaquin Benlloch, 28",56,14.0,4,0.0,68,7.9091000000000005,0.2146,10.027800000000003,27.8455
2310,39.452540920687163,-0.375679550629744,"Carrer d'OltÃ , 54",157,14.0,4,0.0,68,8.2525,0.2247,14.976800000000004,32.461200000000005
3818,39.491258804598807,-0.396108340593693,"Carrer del Doctor Nicasi Benlloch, 76",603,14.0,4,0.0,68,9.7689,0.2693,36.8308,52.8434
3823,39.488681489164286,-0.405556935276086,"Avinguda del Mestre Rodrigo, 82",512,14.0,4,0.0,68,9.4595,0.2602,32.37180000000001,48.6847
3824,39.491433312782526,-0.407940169054501,"Avinguda del Mestre Rodrigo, 88",610,14.0,4,0.0,68,9.7927,0.27,37.1738,53.1633
1811,39.466690324931534,-0.33762251832923,"Carrer dels Sants Just i Pastor, 146",72,14.0,4,0.0,68,7.9635,0.2162,10.811800000000003,28.576700000000002
1812,39.467054557329092,-0.339212009245561,"Carrer dels Sants Just i Pastor, 136",156,14.0,4,0.0,68,8.2491,0.22460000000000002,14.927800000000003,32.4155
1813,39.467374215699344,-0.339908566598811,"Carrer dels Sants Just i Pastor, 141",192,14.0,4,0.0,68,8.3715,0.22820000000000001,16.691800000000004,34.0607
