id punto de medida,angulo,ptos_gps,nombre_via,tipo
1318,161,"39.485325638,-0.363876238753","Carrer del Doctor Vicent Zaragoza, 7",0
1319,341,"39.4860790021,-0.366815102787","Carrer de Cofrentes, 18",0
1320,161,"39.4859413257,-0.365998082796","Carrer de Cofrentes, 26",0
1329,138,"39.489475786,-0.370273659761","Avinguda del Primat Reig, 47",0
1330,318,"39.4843814973,-0.363671547156","Avinguda del Primat Reig, 70",0
1331,177,"39.4848102834,-0.364733351396","Carrer de Molinell, 39",0
1332,357,"39.484950768,-0.368626000105","Carrer de Molinell, 10",0
1333,39,"39.488059086,-0.36815128816","Carrer d'Alfauir, 4-6",0
1334,341,"39.4831716242,-0.370166741253","Carrer del Convent dels Carmelites, 1-5",0
1403,251,"39.4807206265,-0.365757570532","Carrer de Cavanilles, 6",0
1404,161,"39.4790201333,-0.363937810172","Avenida Blasco IbÃ¡Ã±ez, 13",0
1405,341,"39.4782326704,-0.363427666752","Avinguda de Blasco IbÃ¡Ã±ez, 16",0
1406,71,"39.4757146672,-0.363072823477","Carrer del Doctor Moliner, 2",0
1408,124,"39.4750469996,-0.365182547534","Paseo de la Alameda, 10",0
1409,161,"39.475624243,-0.36327278348","Carrer del Pintor PeirÃ³, 12-14",0
1410,71,"39.474315165,-0.36375107193","Carrer d'Armando Palacio ValdÃ©s, 2",0
2329,30,"39.4548264291,-0.375870606361","Carrer de la Pianista Empar Iturbi, 71",0
2415,51,"39.4570571644,-0.403535812737","Carrer Nicolau Primitiu GÃ³mez, 3",0
2419,297,"39.4571097965,-0.402106773908","Avinguda de les Tres Creus, 56",0
2420,186,"39.4562970652,-0.393801136154","Carrer de Campos Crespo, 16",0
2421,296,"39.4548388899,-0.400696499527","Avinguda de les Tres Creus, 90",0
2422,116,"39.454168912,-0.39964419567","Avinguda de les Tres Creus, 90",0
2423,116,"39.4567150424,-0.40118379922","Avinguda de les Tres Creus, 70D",0
2424,227,"39.4545890233,-0.398357698696","Carrer de Campos Crespo, 54",0
2425,47,"39.454719614,-0.398112142976","Carrer de Campos Crespo, 50",0
2426,227,"39.4554409243,-0.397315033692","Carrer de Campos Crespo, 48-50",0
2427,47,"39.4555908983,-0.397046484745","Carrer de Campos Crespo, 39",0
2428,155,"39.4550994917,-0.39616042133","Carrer de Juan de Garay, 66",0
2429,227,"39.4562349899,-0.396316695147","Carrer de Campos Crespo, 34",0
2430,5,"39.456119517,-0.395618387563","Carrer de Campos Crespo, 30",0
2431,51,"39.4568935745,-0.395520691393","Carrer de Pius XI, 41",0
2432,319,"39.4577136228,-0.394468871173","Carrer de Pius XI, 40",0
2433,51,"39.4580248227,-0.394278744609","Carrer de Pius XI, 29",0
2434,229,"39.4588240447,-0.395848039898","Carrer de la Mare de DÃ©u de la Cabeza, 18",0
2435,311,"39.4587903188,-0.395684550346","Carrer de la Mare de DÃ©u de la Cabeza, 10",0
2436,222,"39.4595519108,-0.397164167285","Carrer de la Vall d'UixÃ³, 4",0
2437,49,"39.4591250879,-0.397490325498","Carrer de la Vall d'UixÃ³, 8",0
2441,49,"39.458354754,-0.398385761809","Calle MÃºsico Gomis, 15",0
1411,124,"39.4752088505,-0.365902964082","Paseo de la Alameda, 9",0
1413,318,"39.4804949881,-0.358446277869","Avinguda del Primat Reig, 108",0
1414,161,"39.4773764894,-0.358291382162","Avenida Blasco IbÃ¡Ã±ez, 23",0
1415,340,"39.4766485273,-0.358064325743","Avinguda de Blasco IbÃ¡Ã±ez, 48",0
1416,143,"39.4777005995,-0.369149288473","Carrer de Sant Pius V, 123",0
1442,71,"39.4797170438,-0.366399593152","Carrer de Cavanilles, 1",0
1443,332,"39.4767816693,-0.356036776687","Avinguda de Blasco IbÃ¡Ã±ez, 6118",0
1534,161,"39.4717803851,-0.35525620203","Carrer d'Ernest Ferrer, 13",0
1538,341,"39.4677752246,-0.35894863093","Avinguda del Port, 20",0
1539,341,"39.4674271075,-0.357766416866","Avinguda del Port, 32",0
1540,161,"39.4665040852,-0.356936788971","Carrer de les Illes CanÃ ries, 24",0
1541,251,"39.4669040093,-0.356650313959","Carrer d'Eduard BoscÃ , 4",0
1542,71,"39.4675374838,-0.356216864874","Avinguda del Cardenal Benlloch, 6",0
1601,160,"39.4644666043,-0.3487743638","Carrer de les Illes CanÃ ries, 90",0
1607,251,"39.4644600962,-0.342040018641","Carrer del Mestre Valls, 16",0
1608,71,"39.4653476261,-0.343025541112","Carrer de la IndÃºstria, 23",0
1609,161,"39.4654172426,-0.343351287394","Carrer del MarÃ­ Albesa, 43",0
1610,251,"39.4656643097,-0.344338722424","Carrer de la Conserva, 18-20",0
1612,341,"39.4642786488,-0.347152798153","Avinguda del Port, 129",0
2732,251,"39.4832350908,-0.357844333865","Carrer de RamÃ³n Asensio, 10",0
2733,341,"39.4833541869,-0.35761099781","Carrer del Doctor Vicent Zaragoza, 81",0
2734,161,"39.4833455327,-0.357081524618","Carrer del Doctor Vicent Zaragoza, 83",0
2735,254,"39.4841428177,-0.357469374035","Carrer dels Germans Villalonga, 5-7",0
2736,161,"39.4835557332,-0.357869417487","Carrer del Doctor Vicent Zaragoza, 75",0
2739,317,"39.4831794877,-0.362039394027","Avinguda del Primat Reig, 80",0
2740,71,"39.4806863376,-0.364362614657","Carrer de Jaume Roig, 6-8",0
2741,318,"39.4835659586,-0.362442782368","Carrer de la Vila de Muro, 133",0
2745,283,"39.4852661603,-0.352188455831","PlaÃ§a Num 26 Res Urb, 139",0
2746,103,"39.4871771036,-0.352496027565","PlaÃ§a Num 26 Res Urb, 84",0
2747,302,"39.488872252,-0.353472023985","PlaÃ§a Num 26 Res Urb, 136",0
2751,41,"39.4826635207,-0.34916440201","CamÃ­ Vera, 15",0
2752,44,"39.4834688892,-0.348005449478","Avinguda de Catalunya, 15",0
2753,64,"39.4794135204,-0.354021268344","Avinguda de Catalunya, 13-9",0
2754,239,"39.4797333143,-0.353933487671","Avinguda de Catalunya, 13-9",0
2755,53,"39.4796358357,-0.353599827646","Avinguda de Catalunya, 13-9",0
2756,324,"39.4803209463,-0.352411188443","Carrer del Clariano, 43",0
2757,109,"39.4798356577,-0.35136061313","Carrer del Clariano, 43",0
2758,120,"39.4798334628,-0.35151094934","Carrer del Clariano, 43",0
2759,341,"39.4819608017,-0.353187912121","Carrer del Doctor Vicent Zaragoza, 95",0
2760,49,"39.4808181654,-0.351854497741","Avinguda de Catalunya, 95",0
2811,81,"39.4807024034,-0.332433306839","Carrer de l'Enginyer Fausto Elio, 60-62",0
1613,341,"39.4636761216,-0.345130459822","Avinguda del Port, 153",0
1614,341,"39.462892121,-0.342493381942","Avinguda del Port, 222-224",0
1615,341,"39.4622633053,-0.340378464219","Avinguda del Port, 246",0
1616,70,"39.4616608178,-0.340803646679","Carrer de SetaigÃ¼es, 3",0
1617,160,"39.461584852,-0.341198790974","Carrer de les Illes CanÃ ries, 229-231",0
1618,71,"39.4621040086,-0.341758392171","Carrer de la Noguera, 3-5",0
1619,151,"39.4623028597,-0.343099432353","Carrer de les Illes CanÃ ries, 130-132",0
1620,251,"39.4631204056,-0.345548044953","Carrer de Samuel Ros, 6",0
1621,160,"39.4637703612,-0.346462859202","Carrer de les Illes CanÃ ries, 108",0
1703,211,"39.4843517582,-0.399667237182","Avinguda del General AvilÃ©s, 58",0
1704,211,"39.4855282474,-0.396944907865","Avinguda del General AvilÃ©s, 40",0
1707,121,"39.4848003033,-0.395023473078","Avinguda de Pius XII, 54-56",0
1712,31,"39.4839652167,-0.400175725609","Avinguda del General AvilÃ©s, 59",0
1714,211,"39.4853090151,-0.39726289604","Carrer d'Aparicio AlbiÃ±ana, 8",0
1715,31,"39.4826421558,-0.40322488718","Avinguda del General AvilÃ©s, 67",0
1717,281,"39.4798017295,-0.407226796952","Avinguda PÃ­o Baroja, 82",0
1718,78,"39.4826208251,-0.406458942353","Avinguda de PÃ­o Baroja, 506",0
1719,258,"39.4828028073,-0.406514014912","Avinguda de PÃ­o Baroja, 506",0
1801,251,"39.4708244318,-0.343036453118","Carrer del MÃºsic GinÃ©s, 33-35",0
2934,265,"39.4714056824,-0.328254596997","Carrer de la Reina, 202",0
2935,91,"39.4744251981,-0.328678488831","Carrer del ProgrÃ©s, 379",0
2936,175,"39.4719121303,-0.327847309206","Carrer del Pintor Ferrandis, 42",0
2937,271,"39.4763566349,-0.325721130102","Carrer d'Isabel de Villena, 2",0
3004,85,"39.4644780682,-0.328759043098","Carrer del Doctor Lluch, 20",0
3033,177,"39.4678044872,-0.330659624046","Carrer del Mediterrani, 13",0
3034,357,"39.467842174,-0.331439175256","Carrer del Mediterrani, 14",0
3035,357,"39.467900033,-0.332539261596","Carrer del Mediterrani, 4",0
3036,177,"39.4679415108,-0.332352127789","Carrer del Mediterrani, 4",0
3038,259,"39.4689830531,-0.332262918218","Carrer de LluÃ­s Despuig, 12-16",0
3039,171,"39.4688399816,-0.328438919352","Carrer d'Empar Guillem, 8",0
3041,83,"39.4660330785,-0.327839113647","Carrer del Doctor Lluch, 52",0
3042,173,"39.466947877,-0.327829217313","Carrer de la Mare de DÃ©u del Sufragi, 52",0
3043,88,"39.4635926913,-0.324809454338","Carrer d'EugÃ¨nia ViÃ±es, 13",0
3044,182,"39.4631707399,-0.326556996443","Carrer del Doctor Marcos Sopena, 23",0
3045,10,"39.4630149872,-0.328280199802","Carrer del Doctor Marcos Sopena, 23",0
3104,124,"39.4568009972,-0.33105796382","Avinguda de l'Enginyer Manuel Soto, 11",0
3105,230,"39.4610861329,-0.331902616916","Avinguda de l'Enginyer Manuel Soto, 8",0
3111,211,"39.4612846014,-0.33783624404","Carrer de les Illes CanÃ ries, 226",0
3114,261,"39.4603611949,-0.335485486816","Carrer del Pare Porta, 4-8",0
3116,261,"39.4619452918,-0.335573814576","Carrer de l'Arquitecte Alfaro, 8",0
3117,171,"39.4620801345,-0.336135764536","Carrer de Josep Aguirre, 18-20",0
1802,341,"39.4725901122,-0.344199120276","Avinguda de Blasco IbÃ¡Ã±ez, 150",0
1803,161,"39.4726801004,-0.342452258109","Avinguda de Blasco IbÃ¡Ã±ez, 133",0
1804,71,"39.4709675605,-0.342628181754","Carrer del MÃºsic GinÃ©s, 20",0
1805,71,"39.4691138834,-0.343528906407","Carrer del MÃºsic GinÃ©s, 8",0
1806,161,"39.4736951269,-0.345927461253","Avinguda de Blasco IbÃ¡Ã±ez, 97",0
1816,251,"39.4705761075,-0.337806358346","Carrer de JosÃ© MarÃ­a Haro, 35",0
1817,71,"39.4689683369,-0.338431776833","Carrer de JosÃ© MarÃ­a Haro, 12",0
1818,160,"39.4699953254,-0.339638838878","Carrer de l'Alguer, 30",0
2226,210,"39.4570966126,-0.362420615783","Avinguda de la Plata, 71",0
2226,210,"39.4570966126,-0.362420615783","Avinguda de la Plata, 71",0
2227,30,"39.4560891687,-0.364413739215","Avinguda de la Plata, 5150",0
2228,210,"39.4565111109,-0.363818980763","Avinguda de la Plata, 69",0
2228,210,"39.4565111109,-0.363818980763","Avinguda de la Plata, 69",0
2230,120,"39.4570812096,-0.363457762819","Carrer del General Urrutia, 43-45",0
2235,120,"39.4483085613,-0.369637140928","Avinguda d'AusiÃ s March, 79",0
2256,146,"39.4548698492,-0.353977803964","Avinguda del Professor LÃ³pez PiÃ±ero, 12",0
2312,176,"39.4526471341,-0.376419736678","Carrer d'OltÃ , 37",0
2313,30,"39.4543185255,-0.376927573799","Carrer de la Pianista Empar Iturbi, 59",0
2314,120,"39.4543531478,-0.377194690374","Carrer de l'Enginyer Joaquin Benlloch, 8",0
3319,359,"39.4628845007,-0.331420281653","Carrer de Francesc Cubells, 52",0
3320,86,"39.4630467676,-0.331517249956","Carrer d'Escalante, 24-26",0
3321,38,"39.462765671,-0.330219855523","Carrer del Doctor Josep Juan DÃ³mine, 19",0
3322,177,"39.4636568672,-0.329758627749","PlaÃ§a de LÂ´Armada Espanyola, 1-5",0
3323,177,"39.4635857668,-0.328991687721","Plaza Armada EspaÃ±ola, 7",0
3324,86,"39.4639371684,-0.32883990516","Carrer del Doctor Lluch, 6",0
3401,134,"39.4518575529,-0.350035536857","CV-5000, 6",0
3402,310,"39.4515245113,-0.350664416553","Camino Pou de Aparisi, 25",0
3403,302,"39.4559228588,-0.355970064287","Avenida del Profesor LÃ³pez PiÃ±ero, 8",0
3404,30,"39.4521387772,-0.35424908031","Carrer d'Antonio Ferrandis, 8",0
3405,210,"39.4525021463,-0.35412044937","Carrer d'Antonio Ferrandis, 8",0
3406,211,"39.4503584976,-0.359151458069","Carrer d'Antonio Ferrandis, 10",0
3407,31,"39.4493084711,-0.360870913517","Carrer d'Antonio Ferrandis, 10",0
3408,162,"39.452246842,-0.347772585922","Carrer d'Eduardo Primo YÃºfera, 10",0
3409,343,"39.4521706753,-0.347884813864","Carrer d'Eduardo Primo YÃºfera, 10",0
3411,223,"39.4543243852,-0.350594790722","Pont l'Assut de l'Or, 10",0
3501,258,"39.4683069078,-0.406509823827","Avinguda de les Tres Creus, 2",0
3502,258,"39.4686187924,-0.406291774772","Avinguda de les Tres Creus, 2",0
3503,276,"39.4670470719,-0.406426108605","Avinguda de les Tres Creus, 8",0
3504,276,"39.4670976574,-0.406319576377","Avinguda de les Tres Creus, 8",0
3505,276,"39.4648431228,-0.406168235627","Avinguda de les Tres Creus, 26",0
3506,7,"39.4649339042,-0.407556704077","Carrer de l'Havana, 5",0
2315,120,"39.4550349334,-0.377672506179","Carrer de l'Enginyer Joaquin Benlloch, 8",0
2316,300,"39.4554479772,-0.378146822392","Carretera Malilla, 2",0
2317,261,"39.4549420805,-0.378044699477","Carretera Malilla, 2",0
2319,261,"39.4539907201,-0.378305388287","Carretera Malilla, 7D",0
2320,356,"39.4527497808,-0.378417561241","Carrer d'OltÃ , 26",0
2321,261,"39.4526396365,-0.37865630116","Carretera Malilla, 26",0
2440,319,"39.4589749339,-0.398509416384","Avinguda de Jose Roca Coll, 19",0
2442,319,"39.4584232477,-0.397739077315","Avinguda de Jose Roca Coll, 16",0
2443,139,"39.4585333517,-0.397287186243","Avinguda de Jose Roca Coll, 16",0
2444,318,"39.4573409439,-0.396642513664","Avinguda de Jose Roca Coll, 14",0
2445,104,"39.4572096923,-0.395980925046","Avinguda de Jose Roca Coll, 14",0
2446,227,"39.4573395327,-0.397221865474","Carrer del Canonge TÃ rrega, 14",0
2447,318,"39.4552857263,-0.399186656951","Carrer de la Borrasca, 14",0
2448,318,"39.4569608032,-0.39708560032","Carrer de Fra JunÃ­per Serra, 3-13",0
2501,121,"39.4663069584,-0.381928440742","Gran VÃ­a de RamÃ³n y Cajal, 16",0
3528,186,"39.4631160445,-0.414845398561","Calle Andarella, 2",0
3529,186,"39.463102065,-0.414534473192","Calle Andarella, 2",0
3530,185,"39.4633089081,-0.410123402215","Carrer de les Tres Forques, 173",0
3601,301,"39.4804547753,-0.399790656402","Avinguda del Mestre Rodrigo, 37",0
3602,300,"39.4775625482,-0.397738535556","Avinguda del Mestre Rodrigo, 13",0
3603,301,"39.4762045484,-0.396755428387","Avinguda de PÃ©rez GaldÃ³s, 109",0
3604,210,"39.4770256541,-0.395776653387","Avinguda de Tirso de Molina, 18",0
3605,196,"39.4753754698,-0.401299832124","Avinguda de Manuel de Falla, 41",0
3606,281,"39.4744408339,-0.40606935459","Pont del Nou d'Octubre, 41",0
3607,252,"39.4796370305,-0.393858286242","Avinguda de Campanar, 106",0
3608,210,"39.4775050959,-0.394461333775","Avinguda de Tirso de Molina, 12",0
3609,101,"39.4749798631,-0.405797912966","Avinguda PÃ­o Baroja, 12",0
3610,101,"39.4763474056,-0.406203601065","Avinguda PÃ­o Baroja, 3",0
3611,101,"39.4770446234,-0.406229314814","Avinguda PÃ­o Baroja, 3",0
3612,286,"39.478280386,-0.402414482378","Avinguda dels Tamarindes, 23",0
3613,359,"39.4784383349,-0.402226558488","Carrer de la Vall de la Ballestera, 50",0
3614,21,"39.4783645376,-0.399927833836","Carrer de la Vall de la Ballestera, 49",0
3615,301,"39.478688694,-0.398528699903","Avinguda del Mestre Rodrigo, 27",0
3616,31,"39.4789694514,-0.39831009","Carrer de la Vall de la Ballestera, 39",0
3617,301,"39.4791420447,-0.396320776408","Carrer de Castielfabib, 18",0
3618,31,"39.4797135997,-0.396564840347","Carrer de la Vall de la Ballestera, 23",0
3619,302,"39.480262693,-0.397189260133","Carrer del Gravador EnguÃ­danos, 48-50",0
3619,302,"39.480262693,-0.397189260133","Carrer del Gravador EnguÃ­danos, 48-50",0
3620,211,"39.4797148631,-0.396822299573","Carrer de la Vall de la Ballestera, 22-32",0
2502,121,"39.4662824156,-0.382003897914","Gran VÃ­a de RamÃ³n y Cajal, 16",0
2503,121,"39.4695101313,-0.384253667341","Gran Via de Ferran el CatÃ²lic, 2-6",0
2529,59,"39.4671555203,-0.385890165285","Carrer de Conca, 29-31",0
2530,121,"39.4694811542,-0.384327503403","Gran Via de Ferran el CatÃ²lic, 2-6",0
2531,301,"39.4683955947,-0.383841729141","Gran VÃ­a de RamÃ³n y Cajal, 59",0
2532,121,"39.4687141996,-0.383694437891","Gran VÃ­a de RamÃ³n y Cajal, 42",0
2534,197,"39.4702000519,-0.385740141653","Carrer d'Ã€ngel GuimerÃ , 13-15",0
2535,8,"39.4724822483,-0.383835207819","Carrer de Guillem Sorolla, 38-40",0
2536,121,"39.4676552425,-0.382931506828","Gran VÃ­a de RamÃ³n y Cajal, 32",0
2537,121,"39.4806371132,-0.383117445128","Pont de les Arts, 32",0
2801,263,"39.475911609,-0.333528466852","Carrer de LluÃ­s PeixÃ³, 33",0
2802,263,"39.4715449776,-0.334387657677","Carrer del MarÃ­ Blas de Lezo, 31",0
2803,83,"39.471811683,-0.334157995889","Carrer del MarÃ­ Blas de Lezo, 24",0
2804,349,"39.4727054275,-0.333864919979","Carrer d'Antoni Joan, 4",0
2805,83,"39.4731357844,-0.333893222029","Carrer de LluÃ­s PeixÃ³, 8",0
2806,263,"39.4737466217,-0.333955267835","Carrer de LluÃ­s PeixÃ³, 24",0
2807,83,"39.475185605,-0.333510043863","Carrer de LluÃ­s PeixÃ³, 15-25",0
2808,83,"39.4772798172,-0.333079307927","Carrer de l'Enginyer Fausto Elio, 3",0
2809,83,"39.4795302784,-0.332642477289","Carrer de l'Enginyer Fausto Elio, 38",0
2810,263,"39.4790084832,-0.332936801941","Carrer de l'Enginyer Fausto Elio, 5",0
2812,172,"39.4804199202,-0.331127394632","Carrer de Vicente la Roda, 12",0
2813,261,"39.4841250988,-0.331742097778","Carrer de l'Enginyer Fausto Elio, 102",0
2815,171,"39.48406246,-0.330145814979","Carrer de MendizÃ¡bal, 14",0
2816,265,"39.4693800362,-0.334843779293","Carrer de la Serradora, 93",0
2817,341,"39.4786863888,-0.341721927207","Avinguda dels Tarongers, 8",0
2818,341,"39.478182439,-0.339966498207","Avinguda dels Tarongers, 1",0
2819,341,"39.4775837107,-0.337934278323","Avinguda dels Tarongers, 10",0
2820,161,"39.4766855607,-0.333873308428","Avinguda dels Tarongers, 14",0
2823,341,"39.475784232,-0.331668486053","Avinguda dels Tarongers, 14",0
2824,161,"39.4759550654,-0.331335463075","Avinguda dels Tarongers, 33",0
2901,345,"39.4722382323,-0.331496980872","Carrer del Pintor Ferrandis, 8",0
2902,175,"39.4719505448,-0.32839707745","Carrer del Pintor Ferrandis, 38-40",0
2903,355,"39.4718963458,-0.328086639279","Carrer del Pintor Ferrandis, 42",0
2904,355,"39.4718216952,-0.327470993193","Carrer del Pintor Ferrandis, 42",0
2905,181,"39.471754096,-0.325723824264","Carrer del Pintor Ferrandis, 49",0
2906,1,"39.4717475473,-0.325291712608","Carrer del Pintor Ferrandis, 11",0
2907,85,"39.4719616194,-0.327660227087","Carrer del Doctor Lluch, 237",0
2908,86,"39.4732541171,-0.327475627983","Carrer del Doctor Lluch, 281",0
2909,176,"39.4732034756,-0.327833918823","Carrer d'en Vicent Guillot Tio Bola, 20",0
2910,270,"39.4812806464,-0.325718420695","Carrer d'Isabel de Villena, 129",0
2911,271,"39.4770480442,-0.325733229593","Carrer d'Isabel de Villena, 4",0
2912,271,"39.4735861853,-0.325506716593","Carrer d'EugÃ¨nia ViÃ±es, 235",0
2913,271,"39.4716903066,-0.325505455034","Carrer d'EugÃ¨nia ViÃ±es, 217-219",0
2322,81,"39.4514120422,-0.378881679794","Carretera Malilla, 48",0
2323,261,"39.4508844972,-0.379102317502","Carretera Malilla, 52D",0
2324,81,"39.4491883869,-0.379430708993","Carretera Malilla, 72",0
2325,261,"39.4489497957,-0.379578888124","Carretera Malilla, 78",0
2326,81,"39.4473142213,-0.379889229939","Carretera Malilla, 77-79",0
2327,261,"39.4470139717,-0.380039750172","Carretera Malilla, 100",0
2328,30,"39.4547741429,-0.375855488071","Carrer de la Pianista Empar Iturbi, 71-73",0
2401,51,"39.4569959226,-0.403438646256","CamÃ­ Nou de Picanya, 3-5",0
2402,117,"39.454733858,-0.405191126495","Carrer Pau, 4-6",0
2403,297,"39.4571906888,-0.406229524437","Carrer dels Pedrapiquers, 6-8",0
2404,226,"39.4552044418,-0.405846801071","CamÃ­ Nou de Picanya, 45",0
2405,117,"39.4560115139,-0.405366751869","Carrer dels Pedrapiquers, 7",0
2406,51,"39.4587638586,-0.401570470893","Carrer de l'Arxiduc Carles, 127-133",0
2407,231,"39.4577063431,-0.403020547308","CamÃ­ Nou de Picanya, 3",0
2408,232,"39.4567430368,-0.40401662782","Carrer de l'Arquitecte Segura de Lago, 3",0
2409,232,"39.4566192927,-0.404005805834","Carrer de l'Arquitecte Segura de Lago, 3",0
2410,297,"39.4575268072,-0.404313509695","Carrer dels Coeters, 5",0
2411,46,"39.4545789344,-0.40637660905","Calle San Isidro, 48",0
2412,46,"39.454837256,-0.406213992897","CamÃ­ Nou de Picanya, 47",0
2413,117,"39.4590257332,-0.402902383499","Avinguda de les Tres Creus, 101",0
2414,117,"39.4585006867,-0.402749108015","Avinguda de les Tres Creus, 105",0
2439,139,"39.4592086643,-0.398234365354","Avinguda de Jose Roca Coll, 19",0
3802,121,"39.4927240711,-0.400984154248","Avinguda de les Corts Valencianes, 2",0
3803,301,"39.4922741209,-0.40119295304","Avinguda de les Corts Valencianes, 39",0
3804,301,"39.4924996491,-0.401024269932","Avinguda de les Corts Valencianes, 37",0
3805,31,"39.4948676115,-0.401621971611","Carrer del Camp del TÃºria, 37",0
3806,121,"39.4953067637,-0.402514045483","CV-35, 37",0
3807,211,"39.494482921,-0.4031804255","Carrer del Camp del TÃºria, 30",0
3808,301,"39.489597218,-0.399260667212","Avinguda de les Corts Valencianes, 17",0
3809,121,"39.4893892221,-0.398772451107","Avinguda de les Corts Valencianes, 17",0
3810,211,"39.4956944523,-0.400424349956","Carrer del Camp del TÃºria, 17",0
3811,301,"39.4954803051,-0.399896958147","Carrer del Doctor Nicasi Benlloch, 130",0
3812,121,"39.4958589152,-0.403231553912","CV-35, 130",0
3815,211,"39.4935271536,-0.398771625224","Carrer de l'Horta Sud, 312",0
3816,310,"39.493445593,-0.398368663364","Carrer del Doctor Nicasi Benlloch, 114",0
3817,210,"39.4914919562,-0.396679429993","Carrer de la Safor, 114",0
3818,310,"39.4912588046,-0.396108340594","Carrer del Doctor Nicasi Benlloch, 76",0
3819,30,"39.4905457533,-0.398442840578","Carrer de la Safor, 5",0
3820,211,"39.4899981327,-0.400118751482","Carrer de la Safor, 5",0
3821,31,"39.4923205791,-0.407500294818","Carrer del Camp del TÃºria, 16",0
3822,301,"39.4869127632,-0.404465012386","Avinguda del Mestre Rodrigo, 105",0
2914,271,"39.471150816,-0.325523719021","Carrer d'EugÃ¨nia ViÃ±es, 207",0
2915,95,"39.4751088593,-0.326512549053","Carrer de Cavite, 12",0
2916,1,"39.4765024491,-0.326526029515","Carrer del Riu Tajo, 23",0
2917,90,"39.4779307187,-0.326732404566","Carrer de Cavite, 25",0
2918,264,"39.4841332644,-0.327713121883","Avinguda de la Malva-rosa, 144",0
2919,271,"39.4821280039,-0.328053465303","Avinguda de la Malva-rosa, 99",0
2920,352,"39.4814116008,-0.328579932636","Carrer de Fuerteventura, 5",0
2921,0,"39.4813447585,-0.32664772254","Carrer de la Font d'En CarrÃ²s, 17",0
2922,271,"39.4811015408,-0.328044409228","Avinguda de la Malva-rosa, 94",0
2923,172,"39.4793357696,-0.32711841958","Carrer de Vicente la Roda, 35",0
2924,270,"39.4785780316,-0.328029689051","Avinguda de la Malva-rosa, 22-24",0
2925,1,"39.4765182759,-0.327523074491","Carrer del Riu Tajo, 7",0
2926,271,"39.4760385639,-0.327742939217","Avinguda de la Malva-rosa, 10-12",0
3027,277,"39.465770411,-0.324918379303","Carrer d'EugÃ¨nia ViÃ±es, 79",0
3028,176,"39.4674657196,-0.325929478148","Carrer del Mediterrani, 59",0
3029,357,"39.4676528576,-0.328756033027","Carrer del Mediterrani, 32",0
3030,177,"39.467732984,-0.329425632259","Carrer del Mediterrani, 45",0
3031,357,"39.4677285071,-0.330070201657","Carrer del Mediterrani, 24",0
3032,263,"39.4682744103,-0.330482769556","Carrer de Josep Benlliure, 156",0
3203,91,"39.4694380576,-0.324757721279","Carrer de Pavia, 41-43",0
3204,92,"39.4704222923,-0.324786871544","Carrer de Pavia, 59",0
3205,90,"39.4712208528,-0.324775922945","Carrer de Pavia, 85-87",0
3206,0,"39.4717544077,-0.325078226651","Carrer del Pintor Ferrandis, 55",0
3207,90,"39.4718251215,-0.32456812353","Carrer de Pavia, 2",0
3208,90,"39.4747371163,-0.324765634864","Carrer de Pavia, 14-18",0
3209,272,"39.4768592386,-0.324951583386","Carrer de Pavia, 14-18",0
3210,90,"39.4771457473,-0.324750250598","Carrer de Pavia, 20-22",0
3211,273,"39.4786992156,-0.32497784228","Carrer de Pavia, 20-22",0
3212,93,"39.479443702,-0.324794193694","Carrer de Pavia, 20-22",0
3213,273,"39.4812980648,-0.32505365311","Carrer de Pavia, 20-22",0
3301,265,"39.4678483416,-0.335066845829","Carrer de la Serradora, 71",0
3302,261,"39.4668671421,-0.335240739314","Carrer del Pintor Ferrer Calatayud, 23-33",0
3303,85,"39.4675695335,-0.334942860321","Carrer de la Serradora, 65",0
3304,81,"39.4662078196,-0.335217972181","Carrer de la Serradora, 59",0
3305,252,"39.4652218765,-0.335739808103","Carrer de la Serradora, 51",0
3306,66,"39.4646398463,-0.33588746981","Carrer de la Serradora, 41",0
3308,239,"39.4634941718,-0.33684904849","Carrer de la Serradora, 19",0
3309,58,"39.4624720638,-0.337636887217","Carrer de la Serradora, 6",0
3310,48,"39.4619787231,-0.338220374189","Carrer de la Serradora, 4-6",0
3311,228,"39.4621634362,-0.33822302585","Carrer de la Serradora, 3",0
3312,84,"39.4687858659,-0.334762912557","Carrer de la Serradora, 65",0
3118,220,"39.4611255345,-0.339793138509","Carrer d'Eivissa, 6",0
3120,304,"39.4569768939,-0.331310253799","Avinguda de l'Enginyer Manuel Soto, 11",0
3121,236,"39.4540364487,-0.330994161929","Pont de les Drassanes, 11",0
3122,56,"39.4532999942,-0.33151211917","Pont de les Drassanes, 11",0
3123,48,"39.4605022771,-0.333091501739","Carrer del Doctor Josep Juan DÃ³mine, 4",0
3126,50,"39.4608845501,-0.332021771946","Avinguda de l'Enginyer Manuel Soto, 8",0
3127,203,"39.4592558601,-0.333259814179","Carrer de Joan Verdeguer, 50",0
3128,187,"39.4587972945,-0.336284094552","Carrer de Joan Verdeguer, 41J",0
3129,341,"39.4616054964,-0.338156525001","Avinguda del Port, 266-272",0
3130,341,"39.4607165897,-0.335183322997","Avinguda del Port, 310",0
3132,56,"39.4542812891,-0.330627818701","Avinguda de l'Enginyer Manuel Soto, 19",0
3133,240,"39.4565033944,-0.331108232166","Carrer ExÃ¨rcit Espanyol, 4",0
